cpu_name,passmark_score,passmark_rank,passmark_value
Intel Core2 Duo T5300 @ 1.73GHz,530,4300,
Intel Core2 Duo T5450 @ 1.66GHz,583,4231,
Intel Core2 Duo T5470 @ 1.60GHz,590,4223,
Intel Core2 Duo T5500 @ 1.66GHz,548,4281,
Intel Core2 Duo T5550 @ 1.83GHz,637,4171,
Intel Core2 Duo T5600 @ 1.83GHz,658,4147,
Intel Core2 Duo T5670 @ 1.80GHz,587,4226,
Intel Core2 Duo T5750 @ 2.00GHz,693,4100,69.37
Intel Core2 Duo T5800 @ 2.00GHz,628,4181,
Intel Core2 Duo T5850 @ 2.16GHz,687,4110,24.73
Intel Core2 Duo T5870 @ 2.00GHz,698,4092,
Intel Core2 Duo T5900 @ 2.20GHz,652,4158,
Intel Core2 Duo T6400 @ 2.00GHz,726,4065,48.46
Intel Core2 Duo T6500 @ 2.10GHz,742,4043,49.52
Intel Core2 Duo T6570 @ 2.10GHz,758,4022,19.69
Intel Core2 Duo T6600 @ 2.20GHz,793,3981,19.83
Intel Core2 Duo T6670 @ 2.20GHz,818,3950,
Intel Core2 Duo T7100 @ 1.80GHz,604,4204,40.28
Intel Core2 Duo T7200 @ 2.00GHz,738,4048,8.21
Intel Core2 Duo T7250 @ 2.00GHz,708,4079,3.52
Intel Core2 Duo T7300 @ 2.00GHz,680,4122,7.56
Intel Core2 Duo T7400 @ 2.16GHz,761,4016,5.07
Intel Core2 Duo T7500 @ 2.20GHz,828,3938,14.04
Intel Core2 Duo T7600 @ 2.33GHz,824,3943,8.24
Intel Core2 Duo T7700 @ 2.40GHz,948,3817,7.29
Intel Core2 Duo T7800 @ 2.60GHz,932,3830,1.53
Intel Core2 Duo T8100 @ 2.10GHz,768,4010,0.77
Intel Core2 Duo T8300 @ 2.40GHz,896,3866,8.23
Intel Core2 Duo T9300 @ 2.50GHz,979,3783,10.31
Intel Core2 Duo T9400 @ 2.53GHz,1009,3753,28.87
Intel Core2 Duo T9500 @ 2.60GHz,1046,3709,9.68
Intel Core2 Duo T9550 @ 2.66GHz,972,3792,3.25
Intel Core2 Duo T9600 @ 2.80GHz,1074,3681,19.54
Intel Core2 Duo T9800 @ 2.93GHz,1216,3539,2.87
Intel Core2 Duo T9900 @ 3.06GHz,1187,3564,2.98
Intel Core2 Duo U7300 @ 1.30GHz,522,4307,
Intel Core2 Duo U7500 @ 1.06GHz,392,4447,
Intel Core2 Duo U7600 @ 1.20GHz,347,4492,
Intel Core2 Duo U7700 @ 1.33GHz,429,4388,
Intel Core2 Duo U9300 @ 1.20GHz,440,4381,
Intel Core2 Duo U9600 @ 1.60GHz,577,4237,
Intel Core2 Extreme Q6800 @ 2.93GHz,2145,2897,1.91
Intel Core2 Extreme Q6850 @ 3.00GHz,2304,2792,1.54
Intel Core2 Extreme Q9200 @ 2.40GHz,2011,2969,
Intel Core2 Extreme Q9300 @ 2.53GHz,1966,2994,
Intel Core2 Extreme X6800 @ 2.93GHz,1095,3651,4.15
Intel Core2 Extreme X7800 @ 2.60GHz,1138,3615,
Intel Core2 Extreme X7900 @ 2.80GHz,1104,3645,6.91
Intel Core2 Extreme X9000 @ 2.80GHz,1099,3649,2.68
Intel Core2 Extreme X9100 @ 3.06GHz,1171,3581,1.38
Intel Core2 Extreme X9650 @ 3.00GHz,2404,2728,2.8
Intel Core2 Extreme X9750 @ 3.16GHz,2348,2769,
Intel Core2 Extreme X9770 @ 3.20GHz,2689,2580,1.67
Intel Core2 Extreme X9775 @ 3.20GHz,2780,2542,1.54
Intel Core2 Quad Q6600 @ 2.40GHz,1817,3100,47.92
Intel Core2 Quad Q6700 @ 2.66GHz,2093,2921,16.11
Intel Core2 Quad Q8200 @ 2.33GHz,1777,3133,27.78
Intel Core2 Quad Q8300 @ 2.50GHz,1892,3049,23.92
Intel Core2 Quad Q8400 @ 2.66GHz,2068,2940,16.04
Intel Core2 Quad Q9000 @ 2.00GHz,1575,3258,13.04
Intel Core2 Quad Q9100 @ 2.26GHz,1915,3026,4.96
Intel Core2 Quad Q9300 @ 2.50GHz,1984,2985,52.14
Intel Core2 Quad Q9400 @ 2.66GHz,2130,2902,76.02
Intel Core2 Quad Q9450 @ 2.66GHz,2189,2869,61.31
Intel Core2 Quad Q9500 @ 2.83GHz,2224,2851,45.38
Intel Core2 Quad Q9505 @ 2.83GHz,2156,2888,43.13
Intel Core2 Quad Q9550 @ 2.83GHz,2345,2772,48.83
Intel Core2 Quad Q9650 @ 3.00GHz,2471,2691,45.38
Intel Core2 Solo U2100 @ 1.06GHz,233,4663,
Intel Core2 Solo U3500 @ 1.40GHz,252,4631,
Intel CoreT i5-1350P,19976,648,
Intel N100,5507,1777,43.03
Intel N200,5145,1855,26.66
Intel N50,2907,2493,
Intel N95,5373,1807,
Intel N97,5820,1704,45.47
Intel Pentium 1403 @ 2.60GHz,1851,3072,
Intel Pentium 1403 v2 @ 2.60GHz,2284,2804,
Intel Pentium 2020M @ 2.40GHz,1379,3406,10.29
Intel Pentium 2030M @ 2.50GHz,1413,3382,10.54
Intel Pentium 2117U @ 1.80GHz,1021,3736,7.62
Intel Pentium 2127U @ 1.90GHz,1064,3692,7.94
Intel Pentium 2129Y @ 1.10GHz,587,4225,4.38
Intel Pentium 3550M @ 2.30GHz,1330,3432,6.16
Intel Pentium 3556U @ 1.70GHz,1058,3695,
Intel Pentium 3558U @ 1.70GHz,1036,3720,
Intel Pentium 3560M @ 2.40GHz,1345,3426,35.41
Intel Pentium 3560Y @ 1.20GHz,849,3913,
Intel Pentium 3805U @ 1.90GHz,1180,3574,
Intel Pentium 3825U @ 1.90GHz,1399,3392,
Intel Pentium 4 1.50GHz,86,4846,
Intel Pentium 4 1.60GHz,84,4847,
Intel Pentium 4 1.70GHz,86,4845,
Intel Pentium 4 1.80GHz,115,4829,
Intel Pentium 4 1.90GHz,104,4836,
Intel Pentium 4 1300MHz,77,4851,
Intel Pentium 4 1400MHz,83,4848,
Intel Pentium 4 1500MHz,81,4849,
Intel Pentium 4 1700MHz,100,4839,1.18
Intel Pentium 4 1800MHz,114,4831,
Intel Pentium 4 2.00GHz,133,4806,
Intel Pentium 4 2.20GHz,157,4774,
Intel Pentium 4 2.26GHz,151,4784,
Intel Pentium 4 2.40GHz,131,4809,
Intel Pentium 4 2.50GHz,160,4769,
Intel Pentium 4 2.53GHz,162,4767,
Intel Pentium 4 2.60GHz,215,4688,
Intel Pentium 4 2.66GHz,157,4773,
Intel Pentium 4 2.80GHz,237,4659,
Intel Pentium 4 2.93GHz,150,4785,
Intel Pentium 4 3.00GHz,317,4540,
Intel Pentium 4 3.06GHz,249,4635,
Intel Pentium 4 3.20GHz,330,4527,
Intel Pentium 4 3.40GHz,298,4565,
Intel Pentium 4 3.46GHz,295,4568,
Intel Pentium 4 3.60GHz,315,4545,
Intel Pentium 4 3.73GHz,385,4455,
Intel Pentium 4 3.80GHz,358,4480,
Intel Pentium 4 3.83GHz,154,4779,
Intel Pentium 4 Mobile 1.60GHz,116,4827,
Intel Pentium 4 Mobile 1.80GHz,114,4830,
Intel Pentium 4 Mobile 1.90GHz,136,4803,
Intel Pentium 4 Mobile 2.00GHz,132,4808,
Intel Pentium 4405U @ 2.10GHz,2117,2909,
Intel Pentium 4405Y @ 1.50GHz,1526,3297,
Intel Pentium 4410Y @ 1.50GHz,1384,3403,2.25
Intel Pentium 4415U @ 2.30GHz,2232,2844,
Intel Pentium 4415Y @ 1.60GHz,1581,3251,9.82
Intel Pentium 4417U @ 2.30GHz,2245,2834,13.94
Intel Pentium 4425Y @ 1.70GHz,1704,3169,10.58
Intel Pentium 5405U @ 2.30GHz,2257,2823,14.02
Intel Pentium 6405U @ 2.40GHz,2356,2765,14.64
Intel Pentium 6805 @ 1.10GHz,4424,1986,27.48
Intel Pentium 957 @ 1.20GHz,622,4188,4.64
Intel Pentium 967 @ 1.30GHz,643,4166,
Intel Pentium 987 @ 1.50GHz,657,4149,
Intel Pentium 997 @ 1.60GHz,809,3960,
Intel Pentium A1018 @ 2.10GHz,1210,3546,
Intel Pentium A1020 @ 2.41GHz,1249,3505,
Intel Pentium B940 @ 2.00GHz,849,3912,9.44
Intel Pentium B950 @ 2.10GHz,998,3762,
Intel Pentium B960 @ 2.20GHz,978,3786,25.28
Intel Pentium B970 @ 2.30GHz,1088,3660,21.33
Intel Pentium B980 @ 2.40GHz,1082,3671,30.22
Intel Pentium D 3.40GHz,736,4051,
Intel Pentium D 805 @ 2.66GHz,374,4467,
Intel Pentium D 830 @ 3.00GHz,564,4258,
Intel Pentium D 915 @ 2.80GHz,465,4366,
Intel Pentium D 940 @ 3.20GHz,552,4274,
Intel Pentium D 950 @ 3.40GHz,681,4119,
Intel Pentium D 960 @ 3.60GHz,807,3964,
Intel Pentium D1508 @ 2.20GHz,3240,2341,25.12
Intel Pentium Dual T2390 @ 1.86GHz,745,4040,
Intel Pentium E2140 @ 1.60GHz,539,4285,13.48
Intel Pentium E2160 @ 1.80GHz,643,4165,32.15
Intel Pentium E2180 @ 2.00GHz,683,4117,35.05
Intel Pentium E2200 @ 2.20GHz,730,4061,29.18
Intel Pentium E2210 @ 2.20GHz,702,4088,
Intel Pentium E2220 @ 2.40GHz,842,3926,42.11
Intel Pentium E5200 @ 2.50GHz,931,3832,23.27
Intel Pentium E5300 @ 2.60GHz,901,3859,15.15
Intel Pentium E5400 @ 2.70GHz,975,3789,11.5
Intel Pentium E5500 @ 2.80GHz,1037,3718,64.86
Intel Pentium E5700 @ 3.00GHz,1084,3665,72.35
Intel Pentium E5800 @ 3.20GHz,1165,3588,20.08
Intel Pentium E6300 @ 2.80GHz,1032,3723,22.45
Intel Pentium E6500 @ 2.93GHz,1172,3579,14.02
Intel Pentium E6600 @ 3.06GHz,1121,3629,22.41
Intel Pentium E6700 @ 3.20GHz,1182,3570,84.51
Intel Pentium E6800 @ 3.33GHz,1164,3590,46.66
Intel Pentium Extreme Edition 955 @ 3.46GHz,469,4361,15.02
Intel Pentium Extreme Edition 965 @ 3.73GHz,987,3776,
Intel Pentium G2010 @ 2.80GHz,1599,3238,69.63
Intel Pentium G2020 @ 2.90GHz,1686,3184,48.18
Intel Pentium G2020T @ 2.50GHz,1430,3363,30.04
Intel Pentium G2030 @ 3.00GHz,1747,3147,29.35
Intel Pentium G2030T @ 2.60GHz,1581,3250,12.12
Intel Pentium G2100T @ 2.60GHz,1691,3178,
Intel Pentium G2120 @ 3.10GHz,1892,3050,36.38
Intel Pentium G2120T @ 2.70GHz,1613,3223,
Intel Pentium G2130 @ 3.20GHz,1926,3022,44.13
Intel Pentium G2140 @ 3.30GHz,2092,2923,46.48
Intel Pentium G3220 @ 3.00GHz,1894,3047,63.14
Intel Pentium G3220T @ 2.60GHz,1609,3226,39.97
Intel Pentium G3240 @ 3.10GHz,1933,3019,23.75
Intel Pentium G3240T @ 2.70GHz,1657,3198,
Intel Pentium G3250 @ 3.20GHz,1988,2983,32.59
Intel Pentium G3250T @ 2.80GHz,1809,3106,36.18
Intel Pentium G3258 @ 3.20GHz,2076,2932,40.42
Intel Pentium G3260 @ 3.30GHz,2092,2922,34.93
Intel Pentium G3260T @ 2.90GHz,1837,3082,36.75
Intel Pentium G3320TE @ 2.30GHz,1570,3259,
Intel Pentium G3420 @ 3.20GHz,1933,3018,19.33
Intel Pentium G3420T @ 2.70GHz,1912,3031,11.95
Intel Pentium G3430 @ 3.30GHz,2127,2905,23.09
Intel Pentium G3440 @ 3.30GHz,2202,2860,42.71
Intel Pentium G3440T @ 2.80GHz,2107,2914,
Intel Pentium G3450 @ 3.40GHz,2178,2875,41.84
Intel Pentium G3450T @ 2.90GHz,2016,2968,
Intel Pentium G3460 @ 3.50GHz,2231,2845,17.85
Intel Pentium G3470 @ 3.60GHz,2428,2717,7.73
Intel Pentium G4400 @ 3.30GHz,2582,2633,35.42
Intel Pentium G4400T @ 2.90GHz,2344,2774,19.87
Intel Pentium G4400TE @ 2.40GHz,2190,2867,34.23
Intel Pentium G4500 @ 3.50GHz,2776,2543,28.64
Intel Pentium G4500T @ 3.00GHz,2399,2735,
Intel Pentium G4520 @ 3.60GHz,2707,2571,9.5
Intel Pentium G4560 @ 3.50GHz,3536,2227,51.57
Intel Pentium G4560T @ 2.90GHz,2974,2462,37.18
Intel Pentium G4600 @ 3.60GHz,3610,2205,40.15
Intel Pentium G4600T @ 3.00GHz,3062,2420,25.95
Intel Pentium G4620 @ 3.70GHz,3754,2163,26.83
Intel Pentium G620 @ 2.60GHz,1212,3543,100.98
Intel Pentium G620T @ 2.20GHz,896,3865,9.95
Intel Pentium G630 @ 2.70GHz,1336,3429,35.65
Intel Pentium G630T @ 2.30GHz,1090,3656,12.97
Intel Pentium G640 @ 2.80GHz,1358,3418,45.28
Intel Pentium G640T @ 2.40GHz,1139,3614,12.8
Intel Pentium G645 @ 2.90GHz,1422,3374,20.32
Intel Pentium G645T @ 2.50GHz,1228,3527,5.48
Intel Pentium G6950 @ 2.80GHz,1238,3513,33.02
Intel Pentium G6951 @ 2.80GHz,1383,3404,18.68
Intel Pentium G6960 @ 2.93GHz,1433,3360,
Intel Pentium G840 @ 2.80GHz,1253,3500,21.74
Intel Pentium G850 @ 2.90GHz,1435,3359,43.09
Intel Pentium G860 @ 3.00GHz,1459,3339,20.84
Intel Pentium G870 @ 3.10GHz,1537,3289,19.96
Intel Pentium GOLD 6500Y @ 1.10GHz,3016,2437,
Intel Pentium Gold 7505 @ 2.00GHz,5188,1848,
Intel Pentium Gold 8505,9292,1225,
Intel Pentium Gold G5400 @ 3.70GHz,3736,2170,45.07
Intel Pentium Gold G5400T @ 3.10GHz,3173,2372,52.92
Intel Pentium Gold G5420 @ 3.80GHz,3738,2168,46.78
Intel Pentium Gold G5420T @ 3.20GHz,3408,2267,53.25
Intel Pentium Gold G5500 @ 3.80GHz,3823,2140,38.62
Intel Pentium Gold G5500T @ 3.20GHz,3311,2318,44.14
Intel Pentium Gold G5600 @ 3.90GHz,3825,2138,12.03
Intel Pentium Gold G5600F @ 3.90GHz,4124,2055,137.53
Intel Pentium Gold G5600T @ 3.30GHz,3601,2208,
Intel Pentium Gold G5620 @ 4.00GHz,4272,2024,35.6
Intel Pentium Gold G6400 @ 4.00GHz,4122,2056,56.59
Intel Pentium Gold G6400E @ 3.80GHz,3908,2112,49.46
Intel Pentium Gold G6400T @ 3.40GHz,3545,2224,55.38
Intel Pentium Gold G6405 @ 4.10GHz,4244,2029,61.43
Intel Pentium Gold G6405T @ 3.50GHz,3341,2302,52.2
Intel Pentium Gold G6500 @ 4.10GHz,4140,2050,58.32
Intel Pentium Gold G6500T @ 3.50GHz,3874,2124,51.65
Intel Pentium Gold G6505 @ 4.20GHz,4371,2004,58.28
Intel Pentium Gold G6505T @ 3.60GHz,3698,2180,41.08
Intel Pentium Gold G6600 @ 4.20GHz,4273,2023,17.81
Intel Pentium Gold G6605 @ 4.30GHz,4509,1962,25.12
Intel Pentium Gold G7400,6735,1536,55.2
Intel Pentium Gold G7400T,5737,1721,89.65
Intel Pentium III 1400 @ 1400MHz,193,4722,
Intel Pentium III 1400S @ 1400MHz,194,4718,
Intel Pentium III Mobile 1066MHz,160,4768,
Intel Pentium III Mobile 1133MHz,164,4766,
Intel Pentium III Mobile 1200MHz,156,4776,
Intel Pentium III Mobile 800MHz,119,4825,1.51
Intel Pentium III Mobile 866MHz,99,4840,9.89
Intel Pentium J2850 @ 2.41GHz,1016,3741,
Intel Pentium J2900 @ 2.41GHz,1249,3506,
Intel Pentium J3710 @ 1.60GHz,1455,3343,
Intel Pentium J4205 @ 1.50GHz,2404,2730,
Intel Pentium J6426 @ 2.00GHz,4180,2042,52.25
Intel Pentium M 1.10GHz,184,4736,
Intel Pentium M 1.20GHz,199,4706,
Intel Pentium M 1.30GHz,196,4713,
Intel Pentium M 1.40GHz,225,4678,
Intel Pentium M 1.50GHz,240,4650,
Intel Pentium M 1.60GHz,194,4719,
Intel Pentium M 1.70GHz,239,4651,
Intel Pentium M 1.73GHz,205,4701,
Intel Pentium M 1.80GHz,280,4591,
Intel Pentium M 1.86GHz,222,4682,
Intel Pentium M 1000MHz,156,4777,
Intel Pentium M 1200MHz,155,4778,
Intel Pentium M 1300MHz,197,4710,
Intel Pentium M 1400MHz,208,4695,
Intel Pentium M 1500MHz,188,4731,
Intel Pentium M 1600MHz,193,4724,
Intel Pentium M 1700MHz,237,4656,
Intel Pentium M 2.00GHz,270,4605,
Intel Pentium M 2.10GHz,292,4576,
Intel Pentium M 2.13GHz,234,4662,
Intel Pentium M 2.26GHz,227,4674,
Intel Pentium M 900MHz,141,4796,
Intel Pentium N3510 @ 1.99GHz,878,3881,
Intel Pentium N3520 @ 2.16GHz,1145,3610,
Intel Pentium N3530 @ 2.16GHz,1189,3561,
Intel Pentium N3540 @ 2.16GHz,1200,3551,4.78
Intel Pentium N3700 @ 1.60GHz,1252,3502,2.82
Intel Pentium N3710 @ 1.60GHz,1391,3396,
Intel Pentium N4200 @ 1.10GHz,2170,2880,9.49
Intel Pentium N6415 @ 1.20GHz,3532,2228,44.15
Intel Pentium P6000 @ 1.87GHz,810,3959,
Intel Pentium P6100 @ 2.00GHz,880,3878,51.73
Intel Pentium P6200 @ 2.13GHz,908,3852,36.41
Intel Pentium P6300 @ 2.27GHz,834,3935,
Intel Pentium Silver J5005 @ 1.50GHz,3101,2404,5.94
Intel Pentium Silver J5040 @ 2.00GHz,3254,2338,
Intel Pentium Silver N5000 @ 1.10GHz,2613,2617,16.23
Intel Pentium Silver N5020 @ 1.10GHz,3404,2271,
Intel Pentium Silver N5030 @ 1.10GHz,2584,2632,
Intel Pentium Silver N6000 @ 1.10GHz,3059,2423,
Intel Pentium Silver N6005 @ 2.00GHz,5367,1808,
Intel Pentium SU2700 @ 1.30GHz,228,4673,
Intel Pentium SU4100 @ 1.30GHz,492,4337,
Intel Pentium T2060 @ 1.60GHz,330,4528,
Intel Pentium T2080 @ 1.73GHz,341,4502,2.27
Intel Pentium T2130 @ 1.86GHz,382,4458,
Intel Pentium T2310 @ 1.46GHz,531,4299,
Intel Pentium T2330 @ 1.60GHz,538,4287,5.98
Intel Pentium T2370 @ 1.73GHz,558,4267,22.31
Intel Pentium T2390 @ 1.86GHz,568,4250,
Intel Pentium T2410 @ 2.00GHz,566,4254,
Intel Pentium T3200 @ 2.00GHz,631,4179,52.58
Intel Pentium T3400 @ 2.16GHz,653,4156,8.17
Intel Pentium T4200 @ 2.00GHz,712,4076,7.19
Intel Pentium T4300 @ 2.10GHz,757,4024,7.65
Intel Pentium T4400 @ 2.20GHz,769,4008,7.0
Intel Pentium T4500 @ 2.30GHz,824,3944,27.51
Intel Pentium U5400 @ 1.20GHz,552,4275,
Intel Pentium U5600 @ 1.33GHz,624,4186,
Intel T1400 @ 1.73GHz,548,4280,36.56
Intel T1500 @ 1.86GHz,548,4282,
Intel T2050 @ 2.00GHz,516,4315,
Intel U300,8299,1318,43.0
Intel U300E,9478,1206,48.36
Intel U4100 @ 1.30GHz,610,4199,
Intel Xeon 2.00GHz,152,4783,
Intel XEON 2.20GHz,164,4762,
Intel Xeon 2.40GHz,180,4745,19.73
Intel Xeon 2.80GHz,260,4622,
Intel Xeon 3.00GHz,425,4396,
Intel Xeon 3.20GHz,478,4351,
Intel Xeon 3.40GHz,375,4465,
Intel Xeon 3.60GHz,403,4431,0.47
Intel Xeon 3.73GHz,901,3861,
Intel Xeon 3.80GHz,393,4445,0.46
Intel Xeon 3040 @ 1.86GHz,790,3982,31.53
Intel Xeon 3050 @ 2.13GHz,818,3948,5.18
Intel Xeon 3060 @ 2.40GHz,983,3780,42.74
Intel Xeon 3065 @ 2.33GHz,867,3893,41.49
Intel Xeon 3070 @ 2.66GHz,1025,3731,35.78
Intel Xeon 3075 @ 2.66GHz,1096,3650,3.13
Intel Xeon 3085 @ 3.00GHz,1070,3686,
Intel Xeon 5110 @ 1.60GHz,405,4425,11.57
Intel Xeon 5120 @ 1.86GHz,763,4014,2.56
Intel Xeon 5130 @ 2.00GHz,795,3976,16.22
Intel Xeon 5133 @ 2.20GHz,887,3874,
Intel Xeon 5140 @ 2.33GHz,857,3901,23.16
Intel Xeon 5148 @ 2.33GHz,912,3844,45.62
Intel Xeon 5150 @ 2.66GHz,924,3839,29.8
Intel Xeon 5160 @ 3.00GHz,963,3800,22.14
Intel Xeon 6740E,76167,42,14.47
Intel Xeon @ 2.00GHz,7363,1434,
Intel Xeon @ 2.20GHz,1324,3442,
Intel Xeon Bronze 3104 @ 1.70GHz,4437,1979,36.97
Intel Xeon Bronze 3106 @ 1.70GHz,5753,1715,10.16
Intel Xeon Bronze 3204 @ 1.90GHz,4832,1907,31.29
Intel Xeon Bronze 3408U,9557,1201,23.03
Intel Xeon D-1518 @ 2.20GHz,4532,1958,
Intel Xeon D-1520 @ 2.20GHz,4917,1894,
Intel Xeon D-1521 @ 2.40GHz,5696,1731,
Intel Xeon D-1527 @ 2.20GHz,5213,1845,24.48
Intel Xeon D-1528 @ 1.90GHz,6823,1521,
Intel Xeon D-1531 @ 2.20GHz,7592,1395,21.82
Intel Xeon D-1537 @ 1.70GHz,7444,1420,13.04
Intel Xeon D-1539 @ 1.60GHz,7175,1465,14.76
Intel Xeon D-1540 @ 2.00GHz,10025,1164,
Intel Xeon D-1541 @ 2.10GHz,10056,1161,
Intel Xeon D-1548 @ 2.00GHz,9075,1249,16.35
Intel Xeon D-1557 @ 1.50GHz,9285,1227,13.38
Intel Xeon D-1559 @ 1.50GHz,8015,1353,
Intel Xeon D-1567 @ 2.10GHz,10447,1137,
Intel Xeon D-1577 @ 1.30GHz,11645,1066,9.9
Intel Xeon D-1581 @ 1.80GHz,13282,973,
Intel Xeon D-1587 @ 1.70GHz,13566,956,
Intel Xeon D-1602 @ 2.50GHz,2459,2701,23.2
Intel Xeon D-1622 @ 2.60GHz,6205,1634,36.5
Intel Xeon D-1715TER @ 2.40GHz,9104,1245,31.94
Intel Xeon D-1718T @ 2.60GHz,9713,1189,30.93
Intel Xeon D-1726 @ 2.90GHz,15511,847,31.65
Intel Xeon D-1732TE @ 1.90GHz,14254,920,18.78
Intel Xeon D-1733NT @ 2.00GHz,14849,877,20.62
Intel Xeon D-1736NT @ 2.70GHz,17826,741,
Intel Xeon D-1747NTE @ 2.50GHz,20279,636,16.89
Intel Xeon D-2123IT @ 2.20GHz,6676,1547,31.34
Intel Xeon D-2141I @ 2.20GHz,12117,1041,21.83
Intel Xeon D-2143IT @ 2.20GHz,12461,1021,22.02
Intel Xeon D-2146NT @ 2.30GHz,11736,1059,18.31
Intel Xeon D-2166NT @ 2.00GHz,15105,864,15.03
Intel Xeon D-2183IT @ 2.20GHz,19377,672,10.98
Intel Xeon D-2187NT @ 2.00GHz,18070,736,9.08
Intel Xeon D-2712T @ 1.90GHz,7990,1357,22.01
Intel Xeon D-2733NT @ 2.10GHz,16206,816,20.26
Intel Xeon D-2752TER @ 1.80GHz,19102,681,17.3
Intel Xeon D-2753NT @ 2.00GHz,20626,618,
Intel Xeon D-2775TE @ 2.00GHz,27299,387,15.0
Intel Xeon D-2795NT @ 2.00GHz,28463,352,12.77
Intel Xeon D-2796TE @ 2.00GHz,26342,410,12.06
Intel Xeon D-2799 @ 2.40GHz,33792,264,17.48
Intel Xeon E E-2414,11923,1044,55.98
Intel Xeon E E-2434,16552,801,58.9
Intel Xeon E E-2486,24713,465,48.84
Intel Xeon E-2104G @ 3.20GHz,5913,1693,11.59
Intel Xeon E-2124 @ 3.30GHz,6915,1512,15.05
Intel Xeon E-2124G @ 3.40GHz,7365,1433,15.86
Intel Xeon E-2126G @ 3.30GHz,10390,1140,30.56
Intel Xeon E-2134 @ 3.50GHz,9239,1234,13.25
Intel Xeon E-2136 @ 3.30GHz,13460,963,38.13
Intel Xeon E-2144G @ 3.60GHz,9314,1222,28.07
Intel Xeon E-2146G @ 3.50GHz,13259,974,26.75
Intel Xeon E-2174G @ 3.80GHz,9689,1190,31.72
Intel Xeon E-2176G @ 3.70GHz,13598,952,28.33
Intel Xeon E-2176M @ 2.70GHz,10890,1114,24.2
Intel Xeon E-2186G @ 3.80GHz,13817,940,32.13
Intel Xeon E-2186M @ 2.90GHz,11455,1075,18.39
Intel Xeon E-2224 @ 3.40GHz,7317,1440,24.64
Intel Xeon E-2224G @ 3.50GHz,7639,1392,28.5
Intel Xeon E-2226G @ 3.40GHz,11110,1092,33.53
Intel Xeon E-2234 @ 3.60GHz,9114,1243,15.44
Intel Xeon E-2236 @ 3.40GHz,14012,933,31.0
Intel Xeon E-2244G @ 3.80GHz,9624,1195,28.75
Intel Xeon E-2246G @ 3.60GHz,13721,943,44.12
Intel Xeon E-2254ML @ 1.70GHz,6333,1614,
Intel Xeon E-2274G @ 4.00GHz,9892,1174,22.92
Intel Xeon E-2276G @ 3.80GHz,13946,934,30.3
Intel Xeon E-2276M @ 2.80GHz,11846,1050,26.32
Intel Xeon E-2276ME @ 2.80GHz,8167,1336,18.15
Intel Xeon E-2276ML @ 2.00GHz,6353,1607,
Intel Xeon E-2278G @ 3.40GHz,17082,775,34.58
Intel Xeon E-2278GE @ 3.30GHz,16379,809,33.15
Intel Xeon E-2278GEL @ 2.00GHz,12024,1043,24.34
Intel Xeon E-2286G @ 4.00GHz,14020,932,11.19
Intel Xeon E-2286M @ 2.40GHz,15092,865,10.99
Intel Xeon E-2288G @ 3.70GHz,17444,762,32.36
Intel Xeon E-2314 @ 2.80GHz,8146,1339,33.26
Intel Xeon E-2324G @ 3.10GHz,9771,1186,35.53
Intel Xeon E-2334 @ 3.40GHz,13011,991,40.66
Intel Xeon E-2336 @ 2.90GHz,16731,792,46.09
Intel Xeon E-2356G @ 3.20GHz,18521,712,55.62
Intel Xeon E-2374G @ 3.70GHz,13607,951,32.44
Intel Xeon E-2378 @ 2.60GHz,17472,759,37.46
Intel Xeon E-2378G @ 2.80GHz,21153,593,35.31
Intel Xeon E-2386G @ 3.50GHz,19613,659,33.82
Intel Xeon E-2388G @ 3.20GHz,23616,498,43.81
Intel Xeon E-2436,22398,547,70.21
Intel Xeon E-2456,23743,495,63.31
Intel Xeon E-2468,25579,432,60.04
Intel Xeon E-2478,29827,325,53.65
Intel Xeon E-2488,29590,328,48.83
Intel Xeon E3-1205 v6 @ 3.00GHz,5682,1737,29.44
Intel Xeon E3-1220 @ 3.10GHz,3847,2135,148.03
Intel Xeon E3-1220 V2 @ 3.10GHz,4676,1931,51.98
Intel Xeon E3-1220 v3 @ 3.10GHz,5179,1850,57.58
Intel Xeon E3-1220 v5 @ 3.00GHz,5805,1706,38.19
Intel Xeon E3-1220 v6 @ 3.00GHz,5783,1709,26.12
Intel Xeon E3-1220L @ 2.20GHz,2295,2800,
Intel Xeon E3-1220L V2 @ 2.30GHz,2248,2829,12.65
Intel Xeon E3-1220L v3 @ 1.10GHz,1407,3386,
Intel Xeon E3-1225 @ 3.10GHz,3909,2111,18.99
Intel Xeon E3-1225 V2 @ 3.20GHz,4752,1918,22.64
Intel Xeon E3-1225 v3 @ 3.20GHz,5297,1825,21.3
Intel Xeon E3-1225 v5 @ 3.30GHz,5975,1687,34.14
Intel Xeon E3-1225 v6 @ 3.30GHz,5765,1713,16.47
Intel Xeon E3-1226 v3 @ 3.30GHz,5540,1771,8.67
Intel Xeon E3-1230 @ 3.20GHz,5136,1857,18.54
Intel Xeon E3-1230 V2 @ 3.30GHz,6196,1637,32.62
Intel Xeon E3-1230 v3 @ 3.30GHz,6816,1523,22.0
Intel Xeon E3-1230 v5 @ 3.40GHz,7921,1362,209.54
Intel Xeon E3-1230 v6 @ 3.50GHz,8212,1331,18.25
Intel Xeon E3-1230L v3 @ 1.80GHz,5251,1833,21.0
Intel Xeon E3-1231 v3 @ 3.40GHz,7045,1483,20.13
